root_label,path,kind,reason,line,redaction
ROOT_BRAIN_OS,C:\Users\L-Tyr\OneDrive\Escritorio\-= BRAIN_OS =-\MEDIOEVO_OSIT_CANON_MINIMO_PARA_IAS_v1_0.md,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_BRAIN_OS,C:\Users\L-Tyr\OneDrive\Escritorio\-= BRAIN_OS =-\MEDIOEVO_OSIT_CANON_MINIMO_PARA_IAS_v1_0.pdf,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_BRAIN_OS,C:\Users\L-Tyr\OneDrive\Escritorio\-= BRAIN_OS =-\MEDIOEVO_OSIT_v12_2_1_CARPETA_MAESTRA_RECONSTRUCTIVA.zip,zip_name,secret_name inside ZIP name,0,REDACTED_ZIP_ENTRY_NAME
ROOT_BRAIN_OS,C:\Users\L-Tyr\OneDrive\Escritorio\-= BRAIN_OS =-\Prompt-Execute-Master.zip,zip_name,secret_name inside ZIP name,0,REDACTED_ZIP_ENTRY_NAME
ROOT_BRAIN_OS,C:\Users\L-Tyr\OneDrive\Escritorio\-= BRAIN_OS =-\POST\Qwen_01.png,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_BRAIN_OS,C:\Users\L-Tyr\OneDrive\Escritorio\-= BRAIN_OS =-\POST\Qwen_02.png,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\SECRET_SCAN_REPORT.md,path_name,secret_name,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\.claudeignore,path_name,local_settings,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\.discord_client_id,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\.discord_token,path_name,secret_name,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\.discord_token,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\.youtube_token.pickle,path_name,secret_name,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\.youtube_token.pickle,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\claudio_local.py,content,assignment_secret,540,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\claudio_local.py,content,assignment_secret,544,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\create_playlist_videos.py,content,assignment_secret,12,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\create_youtube_albums.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\discord_bot.log,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\discord_bot.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\discord_bot.py,content,assignment_secret,176,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\gumroad_api_fix.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\gumroad_audit.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\gumroad_debug.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\gumroad_fix_v3.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\gumroad_upload_all.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\gumroad_upload_files.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\send_email_philippe.py,content,assignment_secret,177,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\upload_youtube.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\upload_youtube_albums.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\upload_youtube_audiobooks.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\upload_youtube_playwright.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\youtube_album_uploads.json,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\youtube_metadata.json,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\youtube_uploads.json,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\youtube_upload_all.py,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\_gumroad_debug.json,path_name,payment_or_provider,0,REDACTED_PATH_VALUE
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\ANALISIS1txt.txt,content,assignment_secret,713,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Arquitectura de la Persistencia Sis.txt,content,assignment_secret,395,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Arquitectura de la Persistencia Sis.txt,content,assignment_secret,398,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Arquitectura de la Persistencia Sis.txt,content,assignment_secret,399,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Arquitectura de la Persistencia Sis.txt,content,assignment_secret,400,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Arquitectura de la Persistencia Sis.txt,content,assignment_secret,407,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,212,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,498,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,501,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,502,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,503,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,506,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,507,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,508,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,509,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,512,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,513,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,514,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,517,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,518,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,519,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,520,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,521,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,530,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,538,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\BRAIN OS.txt,content,assignment_secret,541,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\consegui mucha informacion util.txt,content,assignment_secret,2470,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\consegui mucha informacion util.txt,content,assignment_secret,2473,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\consegui mucha informacion util.txt,content,assignment_secret,2572,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\consegui mucha informacion util.txt,content,assignment_secret,2575,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\consegui mucha informacion util.txt,content,assignment_secret,2709,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,302,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,307,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,350,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,360,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,398,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\from pathlib import Path.txt,content,assignment_secret,402,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\LCP.txt,content,assignment_secret,5,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\LCP.txt,content,assignment_secret,103,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\LCP.txt,content,assignment_secret,104,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\LCP.txt,content,assignment_secret,106,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\para revisar 2.txt,content,assignment_secret,2467,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\para revisar 2.txt,content,assignment_secret,2483,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\para revisar 2.txt,content,assignment_secret,2554,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\por revisar 1.txt,content,assignment_secret,797,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\por revisar 1.txt,content,assignment_secret,978,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\por revisar 1.txt,content,assignment_secret,1013,REDACTED_MATCH
ROOT_WORKSPACE,"C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Sí, es absolutamente posible y, de.txt",content,assignment_secret,1606,REDACTED_MATCH
ROOT_WORKSPACE,"C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Sí, es absolutamente posible y, de.txt",content,assignment_secret,1708,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Untitled.txt,content,assignment_secret,157,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Untitled.txt,content,assignment_secret,161,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Untitled.txt,content,assignment_secret,167,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\Untitled.txt,content,assignment_secret,257,REDACTED_MATCH
ROOT_WORKSPACE,"C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\-==-\Sí, es absolutamente posible y, de.txt",content,assignment_secret,1606,REDACTED_MATCH
ROOT_WORKSPACE,"C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\-==-\Sí, es absolutamente posible y, de.txt",content,assignment_secret,1708,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,10,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,bearer_token,39,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,74,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,107,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,136,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,bearer_token,173,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,203,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\banananana.txt,content,assignment_secret,229,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Entendido. Aquí tienes el paquete c.txt,content,assignment_secret,1965,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Entendido. Aquí tienes el paquete c.txt,content,assignment_secret,1997,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,151,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,152,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,153,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,156,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,157,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\ESTADO.txt,content,assignment_secret,158,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,30,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,31,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,32,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,35,REDACTED_MATCH
ROOT_WORKSPACE,C:\Users\L-Tyr\OneDrive\Escritorio\-=L.R.GONZALEZ=-\-=MEDIOEVO=-\-=LIBROS\-=CEREBRO=-\archive\bu\Lei los 19 archivos del roadmap y t.txt,content,assignment_secret,36,REDACTED_MATCH
